title,author,date,abstract,column,url
No one reads Monday Monday anyway,Monday Monday and Chase Pellegrini de Paur,2023-04-24,AI wrote this column and is now coming to steal your girlfriend. Humans are causing a mass extinction event. The world is burning. Boo. Whatever. No one reads The Chronicle. No one reads the anonymous satirist. ,STUDENT VOICES COLUMNS,https://www.dukechronicle.com/article/2023/04/230424-no-one-reads-monday-monday-anyway
How did we get here?,Babu Chatterjee,2023-04-24,It is not possible to do this by accident. To experience everything takes at least ninety minutes.,STUDENT VOICES COLUMNS,https://www.dukechronicle.com/article/2023/04/042423-chatterjee-how-did-we-get-here
Four years of highlights,Max Rego,2023-04-24,"In between all the talk about the latest news coming out of Duke athletics, I was able to form lasting friendships, friendships that will continue well after graduation.",STUDENT VOICES COLUMNS,https://www.dukechronicle.com/article/2023/04/042423-rego-four-years-of-highlights
I joined Recess by mistake. I’m so glad that I did. ,Ben Smith,2023-04-24,"""Why not,"" I said. I never did go to any other department meetings.",STUDENT VOICES COLUMNS,https://www.dukechronicle.com/article/2023/04/042523-smith-i-joined-recess-by-mistake-im-so-glad-that-i-did
That time I reviewed music for two years,Rhys Banerjee,2023-04-24,"I’ve, without a doubt, enjoyed my time writing for the Duke Chronicle. Despite this, after I graduate, I’ll probably never write another music review again.",STUDENT VOICES COLUMNS,https://www.dukechronicle.com/article/2023/04/042423-banerjee-that-time-i-reviewed-music-for-two-years
SHAPE's demands to administrators for a safer Duke,Duke SHAPE,2023-04-18,"We want to see the day when Duke doesn’t need SHAPE. Until then, SHAPE will be on the front line igniting cultural and institutional, survivor-centric change.",GUEST COLUMNS,https://www.dukechronicle.com/article/2023/04/230417-duke-shape-demands-sexual-harassment-assault-prevention-education
47 seconds is the average…and it shouldn’t be,Linda Cao,2023-04-18,"With our minds quickly switching to the next tab, moving onto the next big trend, our focus shifts horrifically easy. ",STUDENT VOICES COLUMNS,https://www.dukechronicle.com/article/2023/04/041823-cao-47-seconds-average
A letter from you one day soon,Advikaa Anand,2023-04-18,"Because as you will soon realize, to grow up and become who you were meant to be and not merely someone’s child, someone’s friend, someone’s sibling, you have to do life on your own. ",STUDENT VOICES COLUMNS,https://www.dukechronicle.com/article/2023/04/041823-anand-a-letter-from-you-one-day-soon
Joy on the journey,Luke A. Powery,2023-04-17,Nearing the end of the semester — with graduation approaching for some — I suspect many students experience some mixture of fear and joy at the uncertainty of what lies ahead.,STUDENT VOICES COLUMNS,https://www.dukechronicle.com/article/2023/04/031723-end-of-year
Recognizing Duke Theater’s scene and costume shops ,Ash Jeffers,2023-04-17,"The Shops, David, and Erin were integral to my experience at Duke, for and beyond everything they taught me about theater.",GUEST COLUMNS,https://www.dukechronicle.com/article/2023/04/041423-jeffers-theater-costume-shops
Climate change is irreversible; we need to bang right now,Monday Monday,2023-04-16,"Whether you’re reading this on a Monday night or a Thursday morning, it is absolutely essential that you and I engage in amazing and consensual sex before our planet is consumed by the biblically foretold devastation of climate destruction. ",STUDENT VOICES COLUMNS,https://www.dukechronicle.com/article/2023/04/230417-monday-monday-please-text-me
A fair-weather campus,Heidi Smith,2023-04-16,"Clearly, we don’t owe a friend the same commitment as a boyfriend, but is a single 30-minute lunch once a week despite all else going on too much to ask?",STUDENT VOICES COLUMNS,https://www.dukechronicle.com/article/2023/04/04012023-smith-fair-weather-campus
We can't accept defeat in the fight for immigration reform,Sofia Cava,2023-04-14,"As we asked question after question hoping to hear at least one encouraging response, we were repeatedly told that the issue of immigration was too complex and politicized to address at this time.",GUEST COLUMNS,https://www.dukechronicle.com/article/2023/04/041323-cava-immigration-reform
Ozempic: blood sugar stabilizer or miracle weight-loss drug?,Monika Narain,2023-04-14,"As Ozempic comes out of shortage, will patients and healthcare professionals be more responsible in rationing prescriptions to those who need them for medical over cosmetic reasons? ",STUDENT VOICES COLUMNS,https://www.dukechronicle.com/article/2023/04/041423-narain-ozempic-blood-sugar-stabilizer-or-miracle-weight-loss-drug
On the silence from Duke admin on the proposed North Carolina abortion ban,Duke Planned Parenthood Generation Action Exec,2023-04-13,"House Bill 533, also known as the “The Human Life Protection Act”, was proposed by Rep. Keith Kidwell (R-Beaufort) very recently... 1 in 4 women will receive abortions in their lives, and Duke students are no exception to that statistic.",GUEST COLUMNS,https://www.dukechronicle.com/article/2023/04/041323-planned-parenthood-generation-action-exec-proposed-nc-abortion-ban
Your disdain for Durham is embarrassing,Pilar Kelly,2023-04-11,"When we Duke students leave our big cities and subdivisions behind and then complain about Durham, we reek of the entitlement and prejudice that has soured our relationship with this city and earned Duke names such as New Jersey University.",STUDENT VOICES COLUMNS,https://www.dukechronicle.com/article/2023/04/041123-kelly-duke-disdain
"First nuts, now unions: Duke admin continues attempts to bust",Monday Monday,2023-04-10,"“Being an employee does not necessarily make you an employee,” said the provost. “Nugget, the beloved canine who was arguably golden and sometimes appeared to retrieve things, was not necessarily legally a golden retriever.""",STUDENT VOICES COLUMNS,https://www.dukechronicle.com/article/2023/04/230409-monday-monday-union-busting
The GOP doesn’t care about you,Katelyn Sheets,2023-04-07,"My plea to Duke students, and really anyone in North Carolina, is to stay vigilant and speak out in support of common sense gun legislation.",GUEST COLUMNS,https://www.dukechronicle.com/article/2023/04/030723-sheets-nashville-desantis
Voting time extended for DSG elections,DSG Board of Elections,2023-04-06,We are extending voting time until 2 pm EST this afternoon to account for the time we took to fix and publicize the ballot. ,GUEST COLUMNS,https://www.dukechronicle.com/article/2023/04/230406-dsg-voting-time-extended-for-dsg-elections
"Death, passion, and Lamentations: Some reflections on Holy Week",Matthew Arakaky,2023-04-06,"Christ’s refusal to circumvent the question of suffering allows us to suffer well...We can repeat the same phrase back to Him: “Lord, this is my body…broken for You.”",GUEST COLUMNS,https://www.dukechronicle.com/article/2023/04/040623-arakaky-lamentations-holy-week-reflections
(Ongoing legal) actions speak louder than words,Duke Graduate Students Union Press Team,2023-04-05,"Duke could voluntarily recognize our union, or follow word with substantive action by dropping the NLRB challenge and committing the basic resources needed to hold elections now.",LETTERS TO THE EDITOR,https://www.dukechronicle.com/article/2023/04/040523-duke-graduate-students-union-nlrb-unionization-ongoing-legal-actions-speak-louder-than-words
If I die in a school shooting,Caroline Cornett,2023-04-03,"Don’t call me a daughter, or sister, or friend; call me a victim of the NRA and the people who would rather protect their right to own an assault rifle than the lives of their fellow human beings. ",STUDENT VOICES COLUMNS,https://www.dukechronicle.com/article/2023/04/040423-cornett-in-a-school-shooting
A pillow for love,Luke A. Powery,2023-04-03,The tears being shed in Nashville and the tears cried here on campus...are never wasted because every drop forms a pillow for your heart of love.,STUDENT VOICES COLUMNS,https://www.dukechronicle.com/article/2023/04/040323-powery-pillow-for-love
A bittersweet goodbye to The Phantom of the Opera,Sophie Ju,2023-04-03,"When the final curtain is drawn on Phantom in mid-April, it will not be an insignificant moment for Broadway. It is perhaps nostalgic for some, poignant for others and emphatically earth-shattering for a few. ",STUDENT VOICES COLUMNS,https://www.dukechronicle.com/article/2023/04/040323-ju-phantom-opera-goodbye
Throwing shade: considering the implications of colorism,Advikaa Anand,2023-04-03,"The little voice in my head, engendered by years of wanting to be a lighter version of myself, still screams in repulsion when I spot a hint of hyperpigmentation on my skin.",STUDENT VOICES COLUMNS,https://www.dukechronicle.com/article/2023/04/040323-anand-considering-the-impacts-of-colorism
We have too many clubs at this school,Heidi Smith,2023-04-02,"Unlike in high school, freshmen realize after a couple of months that there’s no point in doing a club unless they’re either genuinely passionate about it, it will help them professionally or they’re applying to graduate school later on.",STUDENT VOICES COLUMNS,https://www.dukechronicle.com/article/2023/04/04032023-smith-too-many-clubs
To hell with 'meaningful dialogue': Why we walked out on Naftali Bennett,Duke Students for Justice in Palestine,2023-03-29,Duke University is complicit in apartheid. Hosting Zionist leaders is an act of normalization — one that we refuse to let go unprotested.,GUEST COLUMNS,https://www.dukechronicle.com/article/2023/03/033023-sjp-naftali-bennett-walk-out-protest
Statement from Durham County Sheriff Clarence Birkhead,Clarence Birkhead,2023-03-29,I support North Carolina Governor Roy Cooper’s quick veto of Senate Bill 41 which would remove a vital step in keeping guns out of the hands of people who would do harm to themselves or others.,GUEST COLUMNS,https://www.dukechronicle.com/article/2023/03/032923-birkhead
Naftali Bennett was invited for the sake of academic discourse. So why was there none?,Executive Board of Duke J Street U,2023-03-28,"It is Duke’s responsibility to ensure political speeches don’t get masqueraded as academic discourse, which is what we believe occurred this past Wednesday.",GUEST COLUMNS,https://www.dukechronicle.com/article/2023/03/032923-duke-j-street-u-naftali-bennett-event
Does comedy have to be funny?,Monika Narain,2023-03-28,"To say that comedy has to be funny is like saying visual art has to be pretty, or music has to be melodic.",STUDENT VOICES COLUMNS,https://www.dukechronicle.com/article/2023/03/032823-narain-does-comedy-have-to-be-funny
What it takes to be a Duke student,Sonia Green,2023-03-28,"The pressure that doesn’t come from campus, classes, professors, extracurriculars or parents comes from ourselves, and I believe that is what pushes us to sacrifice so much. ",STUDENT VOICES COLUMNS,https://www.dukechronicle.com/article/2023/03/032823-green-what-it-takes-to-be-a-duke-student
A heartbroken documentary community seeks answers,Center for Documentary Studies Community,2023-03-24,"We are asking President Price, Interim Provost Francis and others to comprehensively review what has occurred at CDS over the past 18 months — including the staff that have resigned and been laid off.",LETTERS TO THE EDITOR,https://www.dukechronicle.com/article/2023/03/032423-center-for-documentary-studies-community-duke-layoffs
Critics of Israel should engage with Naftali Bennett,Abdullah Antepli and David Schanzer,2023-03-21,"We will be attending the event featuring former Israeli prime minister Naftali Bennett at Duke this Wednesday because we believe that the only way these causes, as well as the imperative of peace, will be served is through meaningful dialogue, engagement and education.",GUEST COLUMNS,https://www.dukechronicle.com/article/2023/03/032123-antepli-schanzer-naftali-bennett-guest-speaker
A new season for NC Dems,Chloe Decker,2023-03-21,"With a young and driven leader like Anderson Clayton at the helm, there has never before been a more exciting time to be a progressive college student in North Carolina. ",STUDENT VOICES COLUMNS,https://www.dukechronicle.com/article/2023/03/032123-decker-new-season-for-nc-dems
Are you uncomfortable? Good.,Linda Cao,2023-03-21,"America’s traumatic past has always been a tough pill for many to swallow, but I guess swallowing one’s pride is even harder.",STUDENT VOICES COLUMNS,https://www.dukechronicle.com/article/2023/03/032123-cao-are-you-uncomfortable-good
Being blessed,Luke A. Powery,2023-03-20,"It is precisely those who suffer, who persevere against injustice, who lack riches—they are somehow closest to God’s blessing.",STUDENT VOICES COLUMNS,https://www.dukechronicle.com/article/2023/03/032023-powery-being-blessed
Effortful Perfection,Heidi Smith,2023-03-19,"Unfortunately, regardless of whether you see effortless or effortful perfection as the goal, you’ll feel bad if you don’t achieve said perfection.",STUDENT VOICES COLUMNS,https://www.dukechronicle.com/article/2023/03/03192023-smith-effortful-perfection
Statement in support of students' right to unionize ,Duke Graduate and Professional Student Government,2023-03-09,"We urge Duke University administration to remove misleading information from their website on graduate student unionization, to bargain in good faith if graduate student workers should authorize the designation of a union as their representation, and to be neutral and to not interfere with the upcoming union election.",GUEST COLUMNS,https://www.dukechronicle.com/article/2023/03/duke-graduate-professional-student-government-statement-in-support-of-students-right-to-unionize
How to have a good bad day,Advikaa Anand,2023-03-09," I stand in front of the mirror and smile — if I see myself smiling, surely I am happy.",STUDENT VOICES COLUMNS,https://www.dukechronicle.com/article/2023/03/030923-anand-how-to-have-a-good-bad-day
To find our own definition of success,Sophie Ju,2023-03-09,"I’m aware that most days, I find myself being ""unsuccessful"" — for every ""A"" that I missed, every opportunity I was rejected from or even every sign of being ""less sociable and less creative"" than my peers.",STUDENT VOICES COLUMNS,https://www.dukechronicle.com/article/2023/03/030923-ju-success-definition
We must stop Cop City,Pilar Kelly,2023-03-08,"In a heartless instance of environmental racism, Cop City would tear precious green space from a community that needs it most, replacing sounds of wildlife with the sounds of police gunshots that have historically terrorized them.",STUDENT VOICES COLUMNS,https://www.dukechronicle.com/article/2023/03/030823-kelly-cop-city
"Adam Silver is the commencement speaker we want, we crave, we need",Monday Monday,2023-03-06,Some uninformed souls may bemoan the selection of Mr. Silver as a step backwards for Duke. They may deride him as “just another cis/straight/rich/white/man.” They may say things like “Why couldn’t we get Obama?”,STUDENT VOICES COLUMNS,https://www.dukechronicle.com/article/2023/03/030623-monday-monday-commencement-speaker
What are you doing with your dash?,Luke A. Powery,2023-03-06,Our mortality should shape our morality.,GUEST COLUMNS,https://www.dukechronicle.com/article/2023/03/030523-powery
Muslim Students Association endorses Isaiah Hamilton for DSG president,Muslim Students Association,2023-02-28,The Muslim Students Association is excited to endorse Isaiah Hamilton for DSG president.,GUEST COLUMNS,https://www.dukechronicle.com/article/2023/03/duke-student-government-president-endorsement-muslim-students-association-isaiah-hamilton
Society of Hispanic Professional Engineers endorses Isaiah Hamilton for DSG president,Society of Hispanic Professional Engineers,2023-02-28,"After careful deliberation, The Society of Hispanic Professional Engineers would like to officially endorse Isaiah Hamilton for DSG presidency.",GUEST COLUMNS,https://www.dukechronicle.com/article/2023/03/duke-student-government-president-endorsement-society-of-hispanic-professional-engineers-isaiah-hamilton
DukeAfrica endorses Isaiah Hamilton for DSG president,DukeAFRICA,2023-02-28,"After careful consideration, DukeAfrica is pleased to endorse Isaiah Hamilton as our next DSG president. ",GUEST COLUMNS,https://www.dukechronicle.com/article/2023/03/duke-student-government-president-endorsement-duke-africa-isaiah-hamilton
A letter from Washington,Chloe Decker,2023-02-28,"Whether you’re frolicing under a cherry blossom tree in D.C. next spring or another country entirely, don’t let the fear of missing out on what’s happening on campus hold you back from leaving Duke’s gothic gates. ",STUDENT VOICES COLUMNS,https://www.dukechronicle.com/article/2023/02/022823-decker-a-letter-from-washington
We need to talk about binge eating.,Monika Narain,2023-02-28,"I was immersed in a campus food environment where disordered eating was not only the aspiration, but the norm.",STUDENT VOICES COLUMNS,https://www.dukechronicle.com/article/2023/02/022823-narain-we-need-to-talk-about-binge-eating
ChatGPT and the role of the university,Heidi Smith,2023-02-27,"We shouldn’t be asking if students are cheating via ChatGPT, but rather why they feel the need to.",STUDENT VOICES COLUMNS,https://www.dukechronicle.com/article/2023/02/02272023-smith-chatgpt
Engineering Student Government endorses Chase Barclay for DSG president,Duke Engineering Student Government,2023-02-27,Duke Engineering Student Government enthusiastically endorses Chase Barclay for Duke Student Government president.,GUEST COLUMNS,https://www.dukechronicle.com/article/2023/02/duke-student-government-president-endorsement-engineering-student-government-chase-barclay
An unhappy Valentine's Day,Advikaa Anand,2023-02-23,Its message is clear: we are worthy only if a chosen person recognizes that worth and elects to devote significant portions of their life to honoring that worth. ,STUDENT VOICES COLUMNS,https://www.dukechronicle.com/article/2023/02/022322-anand-an-unhappy-valentines-day
Is nothing sacred anymore? ,Pilar Kelly,2023-02-21,BeReal is especially toxic because it is performativity feigning authenticity.,STUDENT VOICES COLUMNS,https://www.dukechronicle.com/article/2023/02/022023-kelly-be-real
What South Asian Americans owe to Civil Rights,Monika Narain,2023-02-21,"We tend to forget that Civil Rights have had a monumental impact on the South Asian American communities, not to mention several other marginalized identity groups as well.",STUDENT VOICES COLUMNS,https://www.dukechronicle.com/article/2023/02/022123-narain-what-south-asian-americans-owe-to-civil-rights
"Chinese spy balloon murdered Gardens koi fish, per President Price",Monday Monday,2023-02-20,"While this may all seem trivial, the investigation explains that it is all part of a highly concerted effort to sow unhappiness in university students and make us all into communists.",STUDENT VOICES COLUMNS,https://www.dukechronicle.com/article/2023/02/022023-monday-monday
Religio and the breach,Luke A. Powery,2023-02-20,"Religio is the Latin word for religion...at the center and heart of the university, architecturally and figuratively. ",GUEST COLUMNS,https://www.dukechronicle.com/article/2023/02/022023-powery
"Community message from Clarence Birkhead, Sheriff of Durham County",Clarence Birkhead,2023-02-18,"As your Sheriff, I want to hear from all of you to help us. Together, we are One Community, One Durham.",GUEST COLUMNS,https://www.dukechronicle.com/article/2023/02/021823-birkhead
Letter of thanks from Michigan State alum,Pat BeVier,2023-02-18,I’m sure I was not the only Michigan State Spartan fan brought to tears by hearing our school songs playing across the Duke University campus the day after our tragic events.,LETTERS TO THE EDITOR,https://www.dukechronicle.com/article/2023/02/021723-bevier
"Date more, Duke!",Jessica Luan,2023-02-18,"When we graduate and disperse across the country, weu2019ll eat breakfast at home and our packages will be delivered to our front doors...Our time with familiar faces is fleeting.",GUEST COLUMNS,https://www.dukechronicle.com/article/2023/02/021823-luan
"The Chronicle is accepting endorsements in the DSG presidential, EVP election",Milla Surjadi and Marina Chen,2023-02-17,"The final deadline for endorsements is Tuesday, Feb. 28 at 6 p.m.",EDITORS NOTE,https://www.dukechronicle.com/article/2023/02/dsg-endorsements-president-evp-2023
For the love of money,Chloe Decker,2023-02-14,"The NC Education Lottery is arguably a regressive tax on the state’s geographically marginalized, functioning as a wolf clothed in the wool of potential financial freedom.",STUDENT VOICES COLUMNS,https://www.dukechronicle.com/article/2023/02/021423-decker-the-love-of-money
"You and me, under a cherry blossom tree",Linda Cao,2023-02-14,I hope that you may rediscover the love you might have neglected and to cherish those that genuinely cherish you. ,STUDENT VOICES COLUMNS,https://www.dukechronicle.com/article/2023/02/021423-cao-you-me-cherry-blossom-tree
Making the right choice in healthcare,Advikaa Anand,2023-02-14,"Besides ruining my morning, WebMD’s app malfunction is indicative of a greater gender gap in our healthcare system, one that permeates all aspects of medical care provided to women.",STUDENT VOICES COLUMNS,https://www.dukechronicle.com/article/2023/02/021123-anand-making-the-right-choice-in-healthcare
"Forget peanuts, let's ban dogs",Heidi Smith,2023-02-13,"Next, we will slowly remove all allergens from the dining halls until the only foods left are plain chicken, white rice and unseasoned broccoli (J.B.’s will make a killing)",STUDENT VOICES COLUMNS,https://www.dukechronicle.com/article/2023/02/02132022-smith-ban-dogs
The beauty and terror of skiing,Nathan Luzum,2023-02-09,"When we got to the ski school, they made us sign a waiver that had “DEATH” in capital letters on it. This seemed like a promising start. ",STUDENT VOICES COLUMNS,https://www.dukechronicle.com/article/2023/02/020823-luzum-skiing
An ally's guide to Black History Month,Sonia Green,2023-02-09,"Before you ask the Black community your burning questions, there are so many resources here at Duke that exist to shine a light on African American history and culture.",STUDENT VOICES COLUMNS,https://www.dukechronicle.com/article/2023/02/020823-green-black-history-month
I do not dream of labor,Pilar Kelly,2023-02-06,We are the future of the American workforce. We will be the ones writing the rules. Maybe we can write them in a way where fulfillment and financial stability are compatible.,STUDENT VOICES COLUMNS,https://www.dukechronicle.com/article/2023/02/020523-kelly-no-labor-dream
Sacred surprises,Luke A. Powery,2023-02-06,Two small words from an unlikely person in an unlikely place—a sacred surprise. ,STUDENT VOICES COLUMNS,https://www.dukechronicle.com/article/2023/02/020623-powery-sacred-surprises
The goalposts of good looks and glamor,Caroline Cornett,2023-02-03,"it all coalesces into an unerring message: as you are, you are not enough.",STUDENT VOICES COLUMNS,https://www.dukechronicle.com/article/2023/02/020323-cornett-good-looks
To build a home,Victoria Wang,2023-02-02,I must have a place where I can ground the love that only I can guarantee to myself.,STUDENT VOICES COLUMNS,https://www.dukechronicle.com/article/2023/02/020223-wang-to-build-a-home
"You’re too old to date Leonardo DiCaprio, but you’re too young to have already “peaked” ",Linda Cao,2023-02-01,"We have sunken into a mindset where youth is our prime, and if we don’t achieve success during our prime, then we have missed our one critical chance to “peak” in life. ",STUDENT VOICES COLUMNS,https://www.dukechronicle.com/article/2023/02/013023-cao-too-old-too-young-peaked
A conversation among Duke Thompson Writing Program faculty about ChatGPT ,"Sarah Parsons , Hannah Davis , Rene Caputo and Miranda Welsh",2023-01-31,"If we view ChatGPT as a tool, rather than a threat, maybe (just maybe) a future world with ChatGPT will be a world with more “good” writers.",GUEST COLUMNS,https://www.dukechronicle.com/article/2023/01/013123-parsons-davis-caputo-welsh-chat-gpt
The problem with 'Duke English',Heidi Smith,2023-01-30,"I remain conflicted because, of course, I want to personally sound as smart as possible…but, in modifying the way I talk to fit the norm, I’m further reinforcing the dichotomy between the way the “educated” and “noneducated” speak.",STUDENT VOICES COLUMNS,https://www.dukechronicle.com/article/2023/01/01302022-smith-duke-accent
A message from Durham County Sheriff Clarence Birkhead,Clarence Birkhead,2023-01-30,"Our nation is, yet again, crying out for justice, equality, reform, and answers – answers to the same question – asking why this happened again.",GUEST COLUMNS,https://www.dukechronicle.com/article/2023/01/013023-birkhead-tyre-nichols-statement
When attacks to the liberal arts become increasingly artificial,Sophie Ju,2023-01-30,"The distorted societal, economic, and political perceptions are artificial but pervasive in nature, creating barriers to the liberal arts. Reevaluation of the social classes' role in forming and sustaining their perceptions is crucial when we advocate for liberal arts educational accessibility.",STUDENT VOICES COLUMNS,https://www.dukechronicle.com/article/2023/01/013023-ju-artificial-liberal-arts
The selfish whims of an amateur neuroscientist,Monika Narain,2023-01-27,"If neuroscience can’t prevent a downward spiral, can it at least remind me to bring a parachute? Or an antidepressant?",STUDENT VOICES COLUMNS,https://www.dukechronicle.com/article/2023/01/012723-narain-selfish-whims-of-an-amateur-neuroscientist
January musings: a reflection on my first semester of college,Advikaa Anand,2023-01-26,"When we try to slip back into these previous patterns of existence, we jut out like misfitting puzzle pieces. Our lives are split into two halves, and somewhere along the way, there emerges two of us.",STUDENT VOICES COLUMNS,https://www.dukechronicle.com/article/2023/01/012623-anand-reflection-on-first-semester-of-college
A Black student's thoughts on affirmative action,Sonia Green,2023-01-25,Some things are truly just out of our hands and fighting to end a policy that strives to even the playing field is not the way to regain control.,STUDENT VOICES COLUMNS,https://www.dukechronicle.com/article/2023/01/012523-green-affirmative-action
Duke Hospital after dark,Nathan Luzum,2023-01-25,"There’s something special about seeing places that are usually hustling and bustling completely devoid of energy, the helter-skelter nature of a teeming thoroughfare transformed into silence and quiet.",STUDENT VOICES COLUMNS,https://www.dukechronicle.com/article/2023/01/012523-luzum-duke-hospital-at-dark
Letter of thanks,Randall Keen,2023-01-23,"They were exceptional ambassadors of Duke University who showed ""outstanding character"", exactly the kind of student James B. Duke wanted at the school.",LETTERS TO THE EDITOR,https://www.dukechronicle.com/article/2023/01/0122323-keen-letter-of-thanks
The pitfalls of belonging,Luke A. Powery,2023-01-23,The challenge we have as Dukies—or really as human beings—is how to belong but not divide.,STUDENT VOICES COLUMNS,https://www.dukechronicle.com/article/2023/01/012323-powery-belonging
The university in the parking lot,Aaron Siegle,2023-01-16,Duke has long branded itself “the university in the forest.” But new developments proposed in the Duke 2024 Master Plan shatter this illusion.,GUEST COLUMNS,https://www.dukechronicle.com/article/2023/01/011623-siegle
Intellectually undisciplined,Monika Narain,2023-01-13,"Duke prides itself on its commitment to “interdisciplinarity,” but often its approach to doing so can be narrow-minded, and still operates on the mindset of using art to “humanize” or “popularize” STEM endeavors.",STUDENT VOICES COLUMNS,https://www.dukechronicle.com/article/2023/01/011323-narain-intellectually-undisciplined
Letter: Tribute to Coach Al Buehler,Amy Unell,2023-01-10,"Arriving at Duke University in 1955, Coach was a beloved friend and mentor to thousands of Blue Devils who adored their enthusiastic professor and fondly remember his aphorisms. ",LETTERS TO THE EDITOR,https://www.dukechronicle.com/article/2023/01/tribute-to-coach-al-buehler
Letter: John Burness' legacy of education,David Graham,2022-12-22,"As a former editor of the paper, a professional journalist, and a member of the Duke and Durham communities, I deeply mourn his death on Dec. 19.",LETTERS TO THE EDITOR,https://www.dukechronicle.com/article/2022/12/tribute-to-john-burness
A column about arches: how QuadEx has failed upperclassmen,Heidi Smith,2022-12-14,"Here’s the funny thing, though: the housing changes brought about by QuadEx prevented me from continuing to live with this same group of friends I made as a freshman two years ago.",STUDENT VOICES COLUMNS,https://www.dukechronicle.com/article/2022/12/12132022-smith-quad-arches
Do not be afraid,Luke A. Powery,2022-12-12,"Whether you celebrate Christmas or not, consider the example of Charlie Brown’s wise friend Linus.",STUDENT VOICES COLUMNS,https://www.dukechronicle.com/article/2022/12/121222-powery-do-not-be-afraid
Separate the art from the artist — a reflection of the ‘cancel culture’,Sophie Ju,2022-12-09,Cancel culture is concerned more with how we should disregard the artists and write them off when they make mistakes than on how those mistakes can be used by the artists to create art that is inclusive.,STUDENT VOICES COLUMNS,https://www.dukechronicle.com/article/2022/12/120822-ju-art-cancel-culture
"A crying shame: conceal, don't feel",Advikaa Anand,2022-12-08,"Instead of perceiving crying as a weapon against our ego, we must conceptualize it as a vehicle of vulnerability, one that allows us to form stronger connections with others by revealing an emblem of our shared humanity.",STUDENT VOICES COLUMNS,https://www.dukechronicle.com/article/2022/12/120822-anand-a-crying-shame
Why you should start bathing in the forest,Henry Stephens IV,2022-12-08,Breathe and relax. Let your body lead you. Listen to nature’s melodies and inhale the aroma of the Earth.,GUEST COLUMNS,https://www.dukechronicle.com/article/2022/12/120822-stephens-forest-bathing
Let freedom ring from a fishbowl.,Linda Cao,2022-12-07,"When people are dying, no longer from the virus but by the hands of their government, riots and mutiny are inevitable. ",STUDENT VOICES COLUMNS,https://www.dukechronicle.com/article/2022/12/120722-cao-freedom-from-fishbowl
"Goodbyes are hard, but they are the trade-off of life",Chi Nghiem,2022-12-05,It’s sad that people make acquaintances with goodbyes and have to proudly call it maturity. ,STUDENT VOICES COLUMNS,https://www.dukechronicle.com/article/2022/12/120522-nghiem-goodbyes
I can’t forget the Sandy Hook shooting,Viktoria Wulff-Andersen,2022-12-02,They worried that our school would be next.,STUDENT VOICES COLUMNS,https://www.dukechronicle.com/article/2022/12/120122-wulff-andersen-sandy-hook
Deciphering another code,Valerie Tan,2022-12-01,"There are times when I worry that my genuine interest in a language that is so inextricably intertwined with popular culture might be disdained and misconstrued as the fanatical obsession of a “Koreaboo”, so much so that I shy away from opportunities to practice it with others.",STUDENT VOICES COLUMNS,https://www.dukechronicle.com/article/2022/12/120122-tan-deciphering-another-code
Expecting the unexpected,Luke A. Powery,2022-11-29,Unmet expectations are a part of life no matter how old you are.,STUDENT VOICES COLUMNS,https://www.dukechronicle.com/article/2022/11/112922-powery-expecting-the-unexpected
No man is an island.,Heidi Smith,2022-11-29,It makes sense to make personally beneficial choices but moving through life without considering others not only harms others but will also come back to bite us in the butt when others don’t feel the need to be accountable to us.,STUDENT VOICES COLUMNS,https://www.dukechronicle.com/article/2022/11/11292022-smith-no-man-is-an-island
White lies,Chloe Decker,2022-11-28,We would all face immeasurable loss if the ivory gates of elite universities–like the one we ourselves attend–are once again distanced from students who have historically been barred from reaping their benefits. ,STUDENT VOICES COLUMNS,https://www.dukechronicle.com/article/2022/11/11-09-22-decker
Small town holiday: undoing prevailing myths about small town America,Advikaa Anand,2022-11-28,"Our conceptions of small towns ooze through filters percolating for idealism, signaling a place so untouched by external corruption that we always wish to return. ",STUDENT VOICES COLUMNS,https://www.dukechronicle.com/article/2022/11/112322-anand-undoing-myths-about-small-town-america
How low can you go before your head will blow?,Monika Narain,2022-11-28,"This condition, coined by Duke researcher Peter B. Bennett, is called high pressure nervous syndrome (HPNS), and it’s a serious threat to recreational and professional divers.",STUDENT VOICES COLUMNS,https://www.dukechronicle.com/article/2022/11/112822-narain-how-low-can-you-go
Why marginalized families in the South need focused support in a post-COVID world,John Simpkins,2022-11-24,"Two things are crystal clear from these reports — one, southern families from racial minority groups have suffered disproportionately at the hands of COVID, and two, the suffering has targeted multiple facets of their lives simultaneously.",GUEST COLUMNS,https://www.dukechronicle.com/article/2022/11/11xx22-simpkins-southern-families-covid
Create a personal ecology this finals season,Pilar Kelly,2022-11-22,The change we will make in the future is too important for us to be burnt out at 21.,STUDENT VOICES COLUMNS,https://www.dukechronicle.com/article/2022/11/112222-kelly-personal-ecology
What does success mean at Duke? An open letter to freshmen,Malorie Lipstein and Bridgette Hard,2022-11-22,"As a senior thesis (with Dr. Bridgette Hard in Psychology & Neuroscience), I asked Duke students to define success in their own words.",GUEST COLUMNS,https://www.dukechronicle.com/article/2022/11/112222-lipstein
Mizrahi Heritage Month: An untold story,Alexandra Ahdoot,2022-11-21,"Upon arriving at Duke as a freshman in August 2021, I had the eye-opening realization that Mizrahi Jews are far underrepresented on campus.",GUEST COLUMNS,https://www.dukechronicle.com/article/2022/11/112122-ahdoot
