likert_survey,,,,,,,,,,,,,
response_id,exp_profession,exp_flu_vax,exp_gender,exp_race,exp_ethnicity,exp_age_bin,exp_already_vax,resp_safety,resp_confidence_science,resp_concern_safety,resp_feel_safe_at_work,resp_will_recommend,resp_trust_info
1027,1,1,1,5,1,25,1,1,2,2,1,1,1
1028,0,1,,,,,1,,,,,,
1029,1,1,1,5,1,30,1,1,2,4,1,1,2
1030,1,1,1,5,2,25,1,1,2,5,1,1,2
1031,1,,,,,,1,,,,,,
1032,0,1,0,5,2,25,1,2,1,2,1,1,1
1033,0,1,,,,,1,,,,,,
1034,1,1,0,5,2,20,1,1,1,4,2,1,1
1035,0,1,,,,,1,,,,,,
1036,0,1,0,5,1,20,1,1,1,4,1,1,1
1039,0,1,0,5,2,30,1,1,1,5,1,1,1
1040,1,1,0,2,2,25,1,1,1,5,1,1,1
1041,0,1,0,5,2,25,0,3,3,1,3,4,4
1042,1,0,1,2,2,30,1,1,1,1,1,1,1
1043,0,1,0,5,2,25,1,1,1,5,1,1,1
1044,0,0,,,,,1,,,,,,
1045,1,1,1,2,2,25,1,1,1,4,1,1,1
1046,0,1,,,,,1,,,,,,
1047,0,1,0,5,2,30,1,1,2,2,2,2,2
1048,1,1,,,,,1,,,,,,
1049,1,1,0,5,2,25,1,1,1,2,1,1,1
1050,0,1,0,5,2,30,1,1,1,3,1,1,1
1051,0,1,0,5,2,30,1,1,1,5,1,1,1
1052,,,,,,,,,,,,,
1053,0,1,0,3,2,30,1,1,1,1,1,1,1
1054,0,1,,,,,1,,,,,,
1055,0,1,0,2,2,25,1,2,1,2,1,1,1
1056,1,1,,,,,1,,,,,,
1057,0,1,0,5,2,30,0,4,4,1,4,3,4
1058,0,1,0,5,2,30,1,1,1,4,1,1,1
1059,1,1,,,,,1,,,,,,
1060,1,1,,,,,1,,,,,,
1061,0,1,,,,,1,,,,,,
1062,1,1,0,2,2,25,1,1,1,5,1,1,1
1063,1,0,1,5,2,20,1,1,1,4,2,1,2
1064,1,1,0,5,2,20,1,1,1,5,1,1,1
1065,1,1,0,5,2,30,1,1,1,5,1,1,1
1066,1,1,0,5,2,25,0,2,2,2,1,1,1
1067,1,1,0,2,2,25,1,1,1,5,1,1,1
1068,1,1,0,5,2,20,0,2,1,1,3,2,3
1069,1,0,0,5,2,25,1,1,1,5,2,1,2
1070,1,1,0,1,1,25,1,1,1,5,1,1,1
1071,1,1,1,5,2,25,1,1,1,5,1,1,1
1072,,1,1,5,2,30,1,1,1,2,1,1,1
1073,1,1,0,5,2,25,1,2,1,4,1,1,1
1074,1,1,0,5,2,25,1,1,1,4,1,1,1
1075,1,1,0,5,2,25,1,1,1,5,1,1,1
1076,1,1,0,5,2,25,1,1,1,5,1,1,1
1077,1,1,0,4,1,25,1,1,1,5,1,1,1
1078,1,1,0,5,2,25,1,1,1,5,1,1,1
1079,1,1,1,5,2,20,1,1,1,5,1,1,1
1080,1,1,0,5,2,20,0,1,2,4,5,2,2
1081,1,1,0,5,2,20,1,1,1,2,1,1,1
1082,1,1,0,5,2,20,1,2,1,4,1,1,2
1083,1,1,1,5,2,25,1,2,1,4,3,2,2
1084,1,1,0,5,2,25,1,1,1,1,1,1,1
1085,1,1,0,5,2,20,1,1,1,5,1,1,1
1086,1,0,1,5,2,20,1,1,1,3,1,1,1
1087,1,1,1,5,2,20,1,1,1,5,1,1,1
1088,1,1,1,5,2,20,1,1,1,5,1,1,1
1089,1,1,1,5,2,25,1,1,1,5,1,1,1
1090,1,1,0,5,2,25,1,1,1,5,1,1,1
1091,1,1,1,5,2,25,1,1,1,4,1,1,1
1092,1,1,1,5,2,25,1,1,1,2,1,1,1
1093,1,1,0,5,2,25,1,1,2,5,1,1,2
1094,1,1,0,5,2,25,1,1,1,5,1,1,1
1095,1,1,0,1,2,25,1,1,1,3,1,1,1
1096,1,1,0,5,2,25,1,1,1,2,1,1,1
1097,1,1,1,5,2,25,1,1,1,5,1,1,1
1098,1,1,0,5,2,25,1,1,1,4,1,1,4
1099,1,1,0,5,2,25,1,1,1,4,1,1,1
1100,1,1,0,5,2,25,1,1,1,2,1,1,1
1101,1,1,0,5,2,25,1,1,1,5,1,1,1
1102,1,1,0,5,2,25,1,1,1,5,1,1,1
1103,1,1,0,2,2,25,1,1,1,4,1,1,1
1104,1,1,0,5,2,20,1,1,1,5,1,1,1
1105,1,1,1,5,2,25,1,1,1,4,1,1,1
1106,1,1,0,5,2,25,1,2,2,2,1,1,1
1107,1,1,1,5,2,25,1,1,1,4,1,1,1
1108,1,1,0,2,2,25,1,2,2,2,2,2,2
1109,1,1,0,5,2,25,1,1,1,4,1,1,1
1110,1,1,1,5,2,25,1,1,1,4,1,1,1
1111,1,1,1,2,2,20,1,1,2,3,2,1,1
1112,0,1,0,5,2,25,1,1,1,4,1,1,1
1113,1,1,1,5,2,25,1,1,1,2,1,1,1
1114,1,1,0,5,2,20,1,1,1,4,1,1,2
1115,1,1,0,5,2,25,1,1,1,4,1,1,2
1116,0,1,,,,,1,,,,,,
1117,1,1,0,5,2,20,1,1,1,5,1,1,1
1118,1,1,1,5,2,20,1,1,1,2,1,1,2
1119,1,1,,,,,1,,,,,,
1120,1,1,,,,,1,,,,,,
1121,1,1,,,,,1,,,,,,
1122,1,1,,,,,1,,,,,,
1123,1,1,,,,,1,,,,,,
